OID_,Id,area_km2,CreationDa,EditDate,code_id,Long,Lat,Act_or_Gen,MatchMaxar
585,605,0.002758885171320,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.860267683900005,70.186302924000003, , 
586,606,0.021989995290600,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.817746427299994,70.199639886699998, , 
587,607,0.000608687909485,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.904339464000003,70.203449665700006, , 
588,608,0.000153132427152,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.890584119699994,70.196941032900000, , 
589,609,0.000118246190241,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.924123769399998,70.196662226100003, , 
590,610,0.000074028444586,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.944229501999999,70.192165676000002, , 
591,611,0.000408592053951,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.949934685599999,70.206106261800002, , 
592,612,0.000505526741201,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.921804120700003,70.187486839599998, , 
593,613,0.000214112668962,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.956361771700003,70.188684828000007, , 
594,614,0.000463489468037,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.976399180100003,70.199232273800007, , 
595,615,0.000365416337908,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.997404512700001,70.209424102800000, , 
596,616,0.000421632720604,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.047879871199996,70.210898192499997, , 
597,617,0.000167537336945,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.054718564300003,70.191552050799999, , 
598,0,0.000000000000000,,,1,68.448952082199995,69.626759942500001,General,Yes
599,0,0.000000000000000,,,1,78.196611589000000,70.294883337399995,General,Yes
600,0,0.000000000000000,,,1,68.334638179099997,69.954374827199999,General,Yes
601,0,0.000000000000000,,,1,68.414132434600006,69.633775967500000,General,Yes
602,0,0.000000000000000,,,1,68.507303925700000,69.846706829499993,General,Yes
603,0,0.000000000000000,,,1,68.521919347400001,70.133797965699998,Active,Yes
604,0,0.000000000000000,,,1,68.562469329099997,70.089206969599999,Active,Yes
605,0,0.000000000000000,,,1,79.077515345799995,71.405565479299995,General,Yes
606,0,0.000000000000000,,,1,79.094077340400005,71.416183759399999,General,Yes
607,0,0.000000000000000,,,1,77.904531566000003,70.144884606100007,Active,Yes
608,0,0.000000000000000,,,1,77.865889607200003,70.185677679099996,General,Yes
609,0,0.000000000000000,,,1,77.825943623000001,70.158465418199995,General,Yes
610,0,0.000000000000000,,,1,77.819656925800004,70.158677997599995,General,Yes
611,0,0.000000000000000,,,1,77.959520169000001,70.235897927699995,General,Yes
612,0,0.000000000000000,,,1,78.181832763299994,70.307887822200001,General,Yes
613,0,0.000000000000000,,,1,77.841111298100003,70.219241259499995,General,Yes
614,0,0.000000000000000,,,1,77.842942118099998,70.219019929599995,Active,Yes
615,0,0.000000000000000,,,1,76.349981232700003,69.735531108499998,General,Yes
616,0,0.000000000000000,,,1,76.293500718800004,69.868172575800003,General,Yes
617,0,0.000000000000000,,,1,70.254917246299996,69.224393114099996,General,Yes
618,0,0.000000000000000,,,1,70.246061870800006,69.220943016600003,General,Yes
619,0,0.000000000000000,,,1,78.390166058999995,70.292441606500006,General,Yes
620,0,0.000000000000000,,,1,79.230498846399996,71.437841556799995,General,Yes
621,0,0.000000000000000,,,1,77.951184866399998,70.249022915099999,General,Yes
622,0,0.000000000000000,,,1,68.531622768800005,69.855117958899996,Active,Yes
623,0,0.000000000000000,,,1,68.535162092500002,70.164215460400001,General,Yes
624,0,0.000000000000000,,,1,68.477573848399999,70.066690077199993,Active,Yes
625,0,0.000000000000000,,,1,68.420445803800007,70.036191091099994,General,Yes
626,0,0.000000000000000,,,1,68.414380253000004,70.005687177400006,Active,Yes
627,0,0.000000000000000,,,1,68.413676680300000,70.005345583400000,General,Yes
628,0,0.000000000000000,,,1,68.479566788200003,69.912661602800000,Active,Yes
629,0,0.000000000000000,,,1,68.478753766599993,69.912630131200004,General,Yes
630,0,0.000000000000000,,,1,68.437400668899997,69.910370974599999,Active,Yes
631,0,0.000000000000000,,,1,69.016984828800005,70.232774123400006,Active,Yes
632,0,0.000000000000000,,,1,69.013120391000001,70.230963844599998,Active,Yes
633,0,0.000000000000000,,,1,68.990196277999999,70.227170018799995,Active,Yes
634,0,0.000000000000000,,,1,68.492179569699999,69.633398592999995,General,Yes
635,0,0.000000000000000,,,1,68.364769149699995,69.972329298199995,Active,Yes
636,0,0.000000000000000,,,1,80.981326504600005,71.248527187099995,Active,Yes
637,0,0.000000000000000,,,1,79.248605592800004,71.187721998100002,Active,Yes
638,0,0.000000000000000,,,1,79.246357133999993,71.188050801800003,Active,Yes
639,0,0.000000000000000,,,1,81.220400490000003,71.169925443699995,General,Yes
640,0,0.000000000000000,,,1,81.221387720400003,71.170398896300000,Active,Yes
641,0,0.000000000000000,,,1,68.368924275500007,70.069516970699993,Active,Yes
642,0,0.000000000000000,,,1,68.455289632000003,70.082233041199999,Active,Yes
643,0,0.000000000000000,,,1,68.455199428499995,70.081532941000006,Active,Yes
644,0,0.000000000000000,,,1,80.545254132300002,71.331809173699995,General,Yes
645,0,0.000000000000000,,,1,80.545642009000005,71.331586852399994,Active,Yes
646,0,0.000000000000000,,,1,80.502198024400002,71.358782596200001,Active,Yes
647,0,0.000000000000000,,,1,68.769580898200005,69.721602263400001,Active,Yes
648,0,0.000000000000000,,,1,68.417695949399999,69.647207774500004,General,Yes
649,0,0.000000000000000,,,1,68.519342999100004,70.133805734399999,Active,Yes
650,0,0.000000000000000,,,1,68.558126982000005,70.094054701800005,Active,Yes
651,0,0.000000000000000,,,1,75.089133219299995,71.073204018799998,General,Yes
652,0,0.000000000000000,,,1,77.921090844700004,70.172888639799993,General,Yes
653,0,0.000000000000000,,,1,77.799341676699996,70.113497941700004,Active,Yes
654,0,0.000000000000000,,,1,77.983246756599996,70.256467498000006,Active,Yes
655,0,0.000000000000000,,,1,77.977243925799996,70.255068713699998,General,Yes
656,0,0.000000000000000,,,1,76.116264919100004,69.773258192000000,General,Yes
657,0,0.000000000000000,,,1,68.639773117000004,70.156915398899997,Active,Yes
658,0,0.000000000000000,,,1,68.655937068499995,70.096826303399993,Active,Yes
659,0,0.000000000000000,,,1,68.291950856300005,70.185335009300005,Active,Yes
